Sample,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26
Compound6470,7.111597874,6.993670497,6.596595996,6.825527925,6.998275655,7.012845357,6.892310867,6.952114351,6.969097419,6.91256489,6.62368653,7.075908076,6.974538046,6.980831179,6.837776414,7.014730734,6.820082008,6.832895881,6.973883034,6.697445728,6.972021839,7.017060524,7.000786373,7.029951508,6.877316499,6.885913601
Compound7036,5.587637504,5.461024649,5.688392606,5.483153264,5.671304965,5.676040145,5.458565331,5.586146071,5.751121311,5.414424,5.658430153,5.551541806,5.581208501,5.793130468,5.530479734,5.331336169,5.70596491,5.376459746,5.606387202,5.505069455,5.421971261,5.747423949,5.56306973,5.308654373,5.687583355,5.495828978
Compound8230,6.670189218,6.780671977,6.804390246,6.699194321,6.807951511,6.625006558,6.820593446,6.791545162,6.750147535,6.600266335,6.936455564,6.600741416,6.74969473,6.610717155,6.595884057,6.771396293,6.701770972,6.844355127,6.490062393,6.746878428,6.732435011,6.775199418,6.754825053,6.628315364,6.652753879,6.734701037
Compound935,7.849380609,7.560615833,7.643049917,7.522541295,7.377704976,6.734276641,7.479911096,7.577697277,7.754089483,7.618507113,7.969123291,7.691404092,7.456549302,7.713246741,7.446480088,7.77176579,7.674287595,7.61013505,7.623105126,7.715256119,7.688879833,7.096636474,7.065856617,8.113091958,7.585202268,7.799691189
Compound4544,6.955471336,7.156005853,7.209663336,7.097021961,7.045135393,6.952530041,7.083347835,7.077167932,6.973461187,7.24423741,6.691480409,6.838381527,7.080638372,7.052047726,7.002010392,7.041202597,7.146620842,6.914765293,7.025418611,7.144728581,7.069047421,7.288650563,7.334835432,7.221677134,7.103382984,7.058852638
Compound4831,7.036054954,7.043922828,7.096065655,6.892342398,7.058751808,7.052670376,7.058915765,6.892087433,7.040058375,7.092311116,6.933628125,7.158590717,6.845715813,7.20817144,7.137052012,7.058352724,7.269257941,7.004306101,7.047123834,6.94932466,7.056827998,7.019295071,7.076948341,6.958104065,7.203600257,7.067801634
Compound5332,7.184231556,7.215416048,7.198053596,7.148812589,7.195315659,6.933491963,6.909585963,6.747701247,7.32076555,7.107816414,7.259329225,7.091822214,6.826290649,7.10797042,7.062806469,7.12109988,6.997353673,6.907222279,7.142890411,7.103990493,7.128679122,6.316851191,7.105126669,6.863701304,6.985328788,7.032611899
Compound5436,5.455399843,5.538210593,5.705883974,5.61896353,5.585490835,5.831717684,5.665950711,5.653302498,5.777123288,5.361862199,5.589277708,5.5584832,5.308518139,5.655443983,5.449855069,5.503030616,5.566424626,5.531092742,5.53955134,5.430270395,5.50992521,5.551901075,5.414396895,5.618456181,5.440393425,5.444203668
Compound8433,6.842088289,6.677656853,6.761532364,6.734131974,6.627040474,6.893532292,6.655320425,6.868582152,6.787620567,6.830404639,6.684444337,6.767022673,6.76136444,6.783163878,6.809972272,6.769721769,6.871574748,6.734843098,6.763333751,6.573391192,6.745512164,6.680681202,6.742142989,6.714261235,6.635274381,6.670812161
Compound8751,5.659316416,5.449866379,5.64673715,5.468164594,5.697204568,5.820245279,5.64268858,5.518723938,5.750313534,5.684287386,5.554784768,5.434693251,5.695339385,5.714232142,5.628880555,5.594273265,5.799262034,5.581799444,5.657270374,5.402387716,5.352487701,5.800772654,5.644537703,5.535738595,5.696308952,5.506309285
Compound2410,7.386908101,7.146238996,7.604366108,7.215505081,7.5325807,7.530724692,7.39002168,7.423365736,7.458468034,7.378814313,7.537045414,7.659086881,7.493177285,7.294580118,7.381082439,7.496218954,7.398875175,7.338804261,7.414647555,7.489666243,7.213552898,7.260561908,7.415716219,7.546766088,7.572289695,7.154283318
Compound2422,6.856570647,7.183595277,7.042378347,7.041890782,7.196593518,7.239572201,7.208481813,7.054317139,7.051793295,7.584072616,7.140840266,7.643363392,7.065219755,7.276897731,7.10638963,7.026537096,7.26761962,6.790496422,6.947448918,7.110778416,7.291115895,7.066443877,7.162140229,7.088930431,6.935152705,6.884244053
Compound2722,7.451298425,7.190181063,7.254432584,7.135766491,7.11996349,7.395853634,7.066636009,7.202660098,7.444826818,7.333750613,7.521719426,7.024754284,7.226592494,7.042750229,7.387524385,7.526868322,7.239532025,7.24914247,6.934487452,7.137230138,7.237775928,7.115133717,7.489457929,7.245078354,7.062730281,7.101071123
Compound6419,7.11156431,6.848960871,6.79261019,7.268900829,6.876764794,6.982192832,7.046755976,6.931625597,7.026835561,6.95973982,7.057422157,6.983651446,7.208742393,7.088622381,6.899940192,7.097262371,6.906331512,6.772896891,6.984228988,7.077399627,7.123632494,7.109891705,7.000576222,6.663116865,6.965247267,6.907373933
Compound7579,6.876296569,6.79299149,6.839733263,6.823800625,6.85433554,6.602981312,6.847250129,6.647425975,6.759050681,6.833256298,6.850000236,6.85505493,6.882348929,6.795550939,6.937635218,6.854330706,6.806618509,6.91772788,6.721314175,6.770856453,6.735031302,6.72675097,6.736360813,6.80410793,6.946870965,6.843907908
Compound9416,6.453874362,6.347366184,6.745861554,6.456688418,6.644876378,6.642504782,6.710589104,6.571073504,6.659219863,6.681751901,6.664701369,6.615586,6.615894011,6.648563537,6.680812563,6.468652847,6.509222259,6.601832137,6.751704486,6.646305398,6.756323771,6.599810025,6.623258316,6.44671299,6.600067791,6.506613822
Compound10025,6.145822104,6.334667598,6.311581928,6.29897266,6.267447631,6.31998474,6.32817898,5.986922303,6.340570346,6.231194591,6.248402614,6.221097576,6.209876588,6.283576366,6.260502327,6.247835992,6.165439128,6.335453242,6.189262038,6.316583943,6.048759937,6.215401041,6.308358306,6.288389094,6.203051822,6.321605603
Compound1381,7.190713463,6.995980605,7.129149177,6.519623077,7.154104942,7.050798986,7.323580489,6.854144927,7.301592019,7.201560599,7.116024932,6.872164261,7.212639233,7.05881808,7.731145172,7.283749396,7.161201984,7.103760532,7.292791572,6.881502495,7.174515692,7.056455308,7.13109084,7.394598617,7.16533504,7.503225784
Compound2405,7.687014916,7.443726112,7.650223613,7.522805827,7.75328942,7.679029396,7.510806834,7.500192807,7.24003696,6.923678543,7.560553623,7.356916545,7.200715287,7.362915626,7.573016969,7.386031974,7.46943772,7.458161886,7.597150457,7.422234149,7.662109976,7.599432505,7.574800139,7.706665629,7.725097316,7.497418473
Compound2605,7.540897209,7.655599488,7.575110036,7.666244911,7.541053853,7.729240899,7.597042475,7.455823093,7.505089864,7.688052953,7.648012816,7.660465443,7.558869747,7.572467119,7.196651757,7.53896185,7.459142373,7.682638727,7.259893536,7.474598292,7.558713115,7.686938379,7.738807172,7.681431246,7.555229727,6.850593587
Compound4317,7.262585716,7.171133566,7.092537862,7.067867858,7.421367739,7.212905667,7.072188116,7.362169104,7.369524551,7.345219881,7.361918162,7.359575967,7.352368419,7.463110476,7.305095101,7.121473314,6.442885592,7.23290915,7.415674426,7.36005243,7.436489298,6.802207716,7.39084261,7.483387899,7.386237563,7.158609737
Compound4972,6.968287531,6.937654168,7.133015774,7.071664414,7.051385032,7.250786198,7.000137657,7.120800793,6.991653298,7.191585421,7.019308314,7.104055488,6.922104527,7.20256345,7.156600603,7.125962181,6.919719733,7.098197189,7.078571963,7.163985248,7.067031076,6.922274824,6.933050602,7.079363503,7.270107636,6.980194623
Compound7396,6.673126791,6.865754384,6.864437338,6.765856472,7.053928088,6.961132462,6.932405177,6.837064352,6.860576979,6.797676395,6.842999801,6.921168402,6.919036407,7.031019481,6.77576485,6.931784343,6.875625655,7.011845748,6.74710647,6.828146874,6.924141072,6.736220979,6.835082698,6.830725135,6.981501199,6.91794238
Compound8537,6.581468371,6.711260838,6.697807659,6.65351444,6.48883597,6.728646006,6.556262312,6.594108466,6.651360414,6.319920383,6.569300805,6.657723474,6.503699867,6.657810786,6.610619566,6.725000285,6.42960216,6.443678795,6.639016945,6.365509552,6.626152212,6.457390852,6.428714454,6.524455346,6.505602362,6.690083072
Compound178,8.007865987,8.533564681,7.838329254,8.064078391,8.258097855,8.017513311,8.49167151,8.483368377,8.430852521,8.753997849,8.700779461,8.747037045,8.604427567,8.248066602,8.731045165,8.506799938,8.590050775,8.57285105,8.518673468,8.144969332,8.20601265,7.990607639,8.421528381,8.435609642,8.472513721,8.420534243
Compound2011,6.787429908,7.217019127,7.032246896,6.896758688,7.19754047,7.082352547,6.996479664,6.994844617,7.098125336,7.282216633,7.09743288,6.727687567,6.991803601,7.161176868,7.151859907,7.236653127,6.89879525,7.241154967,7.162321138,7.158276804,6.740943236,7.560494749,7.042300849,6.943381753,6.827670002,7.111476874
Compound2488,7.320357093,7.443125292,7.114970762,7.379258212,6.985629688,7.365984475,7.221877516,7.34749868,7.428484122,7.360587024,7.207358999,7.466121392,7.384214292,7.216910125,7.25735278,7.295125259,6.799418579,7.35211147,7.568814011,7.303168579,7.311976453,7.363589668,7.150807714,7.636566064,7.307889134,7.111144716
Compound3131,6.849777613,7.01449377,6.930984782,6.930671723,7.007276272,7.168914519,7.108952261,7.24884879,6.633516896,6.991020168,6.841595368,7.101463571,7.012399315,6.875436903,6.874589249,7.092978198,6.952845422,6.842880839,6.984802988,7.30946678,6.615906477,7.00421241,7.088772325,7.179089489,6.872506165,7.130871962
Compound3234,7.807821176,7.683221486,7.305698151,7.18235629,7.412555637,7.628729128,7.679399526,7.451678069,7.370307595,6.786962639,7.485402174,7.573165293,7.552488985,7.495845538,7.099118901,7.579749024,7.476899402,7.216488565,7.57856866,7.636947782,7.412772975,7.517309099,7.280875539,7.751099383,7.755484905,7.628937984
Compound5441,6.893345961,7.088665657,7.301990589,7.157101395,7.084359744,6.677867917,7.156069297,7.086800405,6.95679634,7.205300116,6.900094518,7.004684479,7.22304444,6.955450209,6.96836156,7.134437361,6.837696529,7.005898516,7.166763882,7.173141345,7.050819319,7.048965183,7.203005435,7.26283349,6.925449938,7.052443786
Compound6339,6.914548915,6.906078886,6.942299923,6.945652146,6.757028844,6.56416786,6.954610255,6.920319293,6.944386508,6.951148273,6.906762123,6.911959843,6.924790217,6.94956824,6.967395932,7.00706178,6.675340872,6.977922816,7.032509885,6.8745001,7.072876013,6.816475999,6.894918953,6.837675334,6.882429008,6.926429233
Compound9077,6.122550299,6.179948486,6.355918121,6.353581515,6.354822936,6.259089683,6.17838071,6.40431382,6.315329581,6.375617647,6.646639562,6.324614811,6.249161581,6.464022953,6.323268487,6.344759484,6.321149129,6.299194829,6.421407869,6.111355053,6.181653158,6.313192877,6.283460792,6.412754254,6.061280166,6.269605996
Compound2944,7.045107401,7.303684839,6.951141158,7.289703026,7.018199137,7.009377943,7.127350923,6.944018324,7.196104797,6.928690677,7.23388628,6.979510471,6.975913097,6.990699935,7.048705832,7.119439909,6.919148047,7.135462732,7.049008807,7.018974089,6.993684664,7.088232317,6.905249175,7.061642909,6.924570195,7.144390108
Compound3231,7.02671034,7.020487585,7.284195337,7.25564757,6.851892234,7.241481827,7.26880275,7.329630392,7.215249928,6.88428248,7.362589118,7.227431329,7.181228088,7.17080697,6.918236772,7.250279942,7.240526954,6.971935912,7.125955579,7.09368904,6.985824051,6.916565763,7.168260029,7.451936463,7.389333775,7.350334224
Compound7428,5.516663464,5.372022187,5.586528534,5.581395876,5.566951692,5.698338031,5.605242596,5.544799668,5.755016567,5.454292516,5.475301522,5.585146208,5.711762621,5.844844825,5.707154906,5.512258906,5.615471603,5.529020938,5.594563038,5.58464066,5.598207886,5.324781703,5.413474462,5.4730542,5.71605618,5.469205635
Compound7750,5.482465671,5.453769729,5.590724194,5.639375849,5.672396544,5.817489599,5.506351827,5.550017421,5.668524651,5.578009274,5.536020124,5.575288555,5.427277863,5.765391699,5.603237385,5.438357155,5.794027335,5.532211466,5.663283874,5.458039334,5.489012436,5.684943837,5.694362251,5.497354998,5.710723018,5.372440966
Compound670,7.878058386,7.750636723,8.18527368,7.400276444,8.1601767,7.952218622,7.805234548,8.14146722,8.105423545,7.935942904,7.933086538,8.110665657,8.213453905,8.251344946,7.896936095,8.146383593,8.162335228,8.078270787,7.98017001,8.218756088,8.099768275,8.164171229,7.437131321,8.06541932,7.860880582,8.145670412
Compound680,7.866653433,7.531312524,7.765685912,7.502488293,7.566696745,7.741520622,8.205385528,7.967445519,7.721694453,7.795941897,7.729815092,7.602097478,8.052101913,8.182275089,8.203131697,8.041766515,7.142770959,7.29584501,6.862246058,7.833240426,7.486068605,7.927548142,7.767669901,7.693267927,8.04846368,8.105995007
Compound1326,7.666639535,7.478723028,7.597977201,7.428410667,7.207347635,7.610021239,7.442713466,7.409387615,7.629722268,7.139702019,7.42493067,7.410843467,7.624654507,7.537490981,7.617924893,7.543127539,7.599570035,7.226323245,7.587528088,7.230909945,7.963577663,7.285248616,7.348107505,7.431305517,7.290444189,7.662205865
Compound1554,7.868200063,7.465325134,7.824549833,7.264325105,7.836915958,7.447180334,7.914226725,7.815439446,7.950700093,7.45516924,7.824845072,7.43610408,7.789106905,7.760106835,7.960774027,7.926905338,7.655101857,7.912300121,8.034721704,7.802078588,7.648694039,7.95946877,7.800632911,7.841742732,7.754670792,7.851481134
Compound1770,7.884562086,8.051848677,8.00718153,8.162005177,7.66605081,8.118574842,7.965286,7.576917172,8.130810818,7.834591245,8.021110706,7.687363902,7.435073256,7.884156538,8.043384796,7.736523644,7.749165294,8.083294137,6.809478052,7.983064083,7.757439515,7.963337295,7.686720162,7.941218776,7.718002642,8.090193854
Compound1818,7.2894651,7.520721095,7.092472261,7.311395021,6.944360402,7.154933731,7.644656449,7.25200651,7.345628329,7.622587272,7.655064602,7.710607316,7.538161895,7.717244223,7.593185135,7.667230844,7.566793416,7.56832087,7.464420762,7.380294714,7.349922379,7.143864358,7.482009092,7.550653889,7.525470316,7.548371335
Compound2508,7.2680063,7.604046907,7.488734106,7.240146436,7.140906655,7.550958826,7.429863433,7.4247774,7.2884178,7.260468898,7.363593897,7.424878435,7.423698038,7.025275979,7.387412433,7.159547932,7.564352354,7.385821474,7.564323158,7.395241464,7.267339422,7.371067462,7.600197578,7.185529484,7.447586704,7.467521195
Compound5882,5.450366074,5.42122471,5.65821458,5.470584788,5.545753679,5.792450269,5.51856826,5.665275924,5.844934878,5.610186658,5.666605399,5.65049498,5.62955363,5.63537613,5.584547351,5.426945366,5.689135746,5.316731075,5.691535392,5.466944256,5.668419033,5.482972892,5.450327666,5.514313981,5.656353557,5.422425983
Compound7841,5.552021544,5.48031223,5.710125614,5.554623159,5.596308941,5.509229849,5.620684402,5.518283245,5.773949955,5.680526866,5.692240507,5.652151731,5.587832527,5.777304344,5.604251022,5.492644038,5.70849211,5.577743181,5.694926986,5.521635749,5.557471765,5.597471205,5.72275163,5.401050957,5.710535603,5.428392435
Compound7851,6.7427033,6.839870876,6.706819941,6.59802364,6.661077485,6.635234906,6.56386096,6.590324802,6.598087769,6.694770008,6.678977598,6.671126494,6.617141943,6.597675671,6.620448994,6.713001635,6.713018632,6.757296498,6.746992502,6.697852563,6.694577496,6.79575784,6.701050598,6.797344878,6.622942273,6.776507991
Compound243,8.319479117,8.374683209,8.334076014,8.10433478,8.136196739,8.420693104,8.332011775,8.05873246,7.79485372,8.804982304,8.281354385,7.87956802,8.196683687,8.372027972,8.177158794,8.51158974,8.061242729,8.452610932,8.122846899,8.185606863,8.070696674,7.989883162,8.157978651,8.083491563,7.845961784,8.343173557
Compound3665,7.071689725,7.074775187,6.928312449,6.915217362,6.955897359,6.963372335,7.079615251,6.906303405,7.074142823,6.633839589,7.202580285,7.075462545,7.222421473,7.024634312,7.115999053,7.115092119,6.809779982,7.011222893,7.316624955,7.096685631,7.160778983,7.117426981,6.932401069,6.991640828,7.073797841,7.139783491
Compound4265,7.017457428,7.089524087,6.936143849,7.066757971,6.949273805,6.769888849,7.111887415,7.069897982,7.041018418,6.800769061,7.228890106,7.043743008,7.058769469,7.088631627,6.978171338,7.053380841,6.612840475,7.047034083,6.667995622,7.070240432,6.976488102,7.01681278,7.07885177,7.126702627,6.850086886,7.142424318
Compound5512,7.234459994,7.274888862,6.934611025,7.069036983,7.282933562,7.095396194,7.270137895,7.093156188,7.197000868,7.263053182,7.180668108,6.962429592,7.407192423,7.415340584,7.148585464,7.049908749,7.107014117,6.791051629,7.258875774,6.823971187,7.257000879,7.114340947,7.150199912,7.146598321,7.088841988,7.28752444
Compound6793,7.008232813,6.807787787,6.968516489,7.039948349,7.01574293,7.190909452,6.985428136,6.861412257,6.837326667,6.980253152,6.94722091,6.928731153,6.974259205,6.87348696,6.818503673,6.886010435,6.930140354,7.14898834,7.007335993,6.815863582,7.060766393,7.0086879,7.053028881,6.914305015,6.90483216,7.017574266
Compound8931,6.636528358,6.845158039,6.782924505,6.645654863,6.650158407,6.752561478,6.699938667,6.671891145,6.644920414,6.651228146,6.76573895,6.685507664,6.734913403,6.587887087,6.536163137,6.861352799,6.705065448,6.670713532,6.65180256,6.52876152,6.655362848,6.691593833,6.668939601,6.712023356,6.491119539,6.553266503
Compound9679,6.555003141,6.416802018,6.390032634,6.422389918,6.488833634,6.47265971,6.483075201,6.386284903,6.369044378,6.102018421,6.58709628,6.53793224,6.545787408,6.485362325,6.584326203,6.465686543,6.253262504,6.480716698,6.563661403,6.641941921,6.569569083,6.46638211,6.56846873,6.440979958,6.597473678,6.69956508
Compound19,8.757239852,9.329465752,8.898072295,8.966208177,9.080266975,9.091388304,9.451450682,8.813526561,9.310811312,9.940383235,9.718064012,10.05814935,9.711808085,9.536962105,9.315094463,8.188152938,9.713434572,9.502208987,9.394977803,9.294408084,9.064315929,9.376989805,9.318056504,9.658521883,9.30172662,8.971949096
Compound1491,7.275520595,7.47478462,7.373512828,7.128206503,7.35749572,7.509013321,7.349150093,7.513399595,7.298600353,7.531995873,7.514158422,7.333688886,7.43632438,7.725835143,7.543842404,7.116702004,7.608581817,7.407776218,7.180714014,7.567916752,7.071748498,7.111546346,7.544522375,7.248366523,7.497889794,7.411382156
Compound3478,5.493030327,5.642172682,5.458771137,5.351169805,5.478002124,5.565822973,5.47802304,5.51437249,5.689304218,5.570822038,5.431152307,5.744211907,5.530962127,5.902241255,5.616667759,5.193829123,5.786677656,5.573003139,5.585902718,5.336648802,5.613204156,5.452945631,5.682580317,5.527755832,5.518281109,5.46833919
Compound5294,6.877079353,6.761388628,6.78572312,6.711529678,6.865140513,6.715946542,6.738861225,6.9148068,6.855936427,6.882767541,6.863829789,6.763192893,6.714534115,6.977121453,6.763602599,6.787094742,7.141595612,7.028131638,6.750111606,6.797075741,6.880559345,6.839032375,6.675892094,6.583471504,6.766645629,6.778797891
Compound8792,5.581570601,5.508089924,5.765601032,5.562521154,5.582624154,5.765598592,5.622141972,5.642204518,5.715010769,5.544886364,5.683800249,5.671126715,5.68318197,5.645764468,5.495177501,5.493658808,5.653659661,5.681651946,5.699347481,5.498062336,5.652124591,5.54306414,5.645078218,5.321622576,5.642328386,5.587597267
Compound5887,7.108293654,6.956988416,7.077316694,6.748936599,7.066997051,6.732122746,7.052675639,7.245460147,7.048517805,6.989248506,7.18178098,7.114059958,7.341980884,7.263975968,7.148923074,6.94512631,6.932599139,6.913264093,7.060974691,7.0626953,7.152057182,7.017518723,7.225391583,7.108575629,7.193499334,6.823920969
Compound7473,5.841594369,6.154355583,6.111237431,6.069079406,6.104021145,5.736801395,6.019383438,6.225655395,6.02120626,6.055215023,6.097567731,6.187904544,6.109695114,5.90010007,6.104966965,5.928396831,6.205749344,6.028778088,6.125028773,6.148725833,6.131699215,6.078158118,6.135359547,6.058246072,6.118430693,6.055119598
Compound9178,6.380477193,6.554936544,6.618203594,6.785257199,6.520138072,6.647944315,6.555902932,6.586019613,6.636126871,6.715591416,6.573994895,6.575306607,6.503402562,6.66186865,6.632917582,6.528312129,6.516948885,6.593187502,6.48029199,6.480074712,6.629119346,6.50900656,6.572946503,6.675134201,6.703641241,6.551362355
Compound2336,7.329122308,7.478539117,7.550436455,7.45105566,7.26767477,7.511275634,7.645095322,7.76235809,7.186645273,7.18333464,7.61530779,7.542225362,7.675472583,7.727172822,7.549464488,6.883742888,7.263461518,7.543838701,7.705886306,7.038268682,7.714606548,7.61060064,7.492956549,7.732482766,7.170407734,7.913356613
Compound2903,6.966661484,7.162760289,7.268608887,7.081497674,7.119851179,6.91795081,7.061840674,7.222360203,7.224085984,6.97076962,7.003945755,7.296270115,7.084176495,7.12291263,7.256845798,7.20128494,7.040011995,7.240779128,7.129395403,7.097467513,7.152984775,7.028103636,7.101118562,6.122919953,7.172779974,7.216709089
Compound4151,5.609214318,5.637731505,5.693715207,5.601889419,5.5832171,5.699951286,5.703110587,5.512894518,5.88303688,5.521028971,5.590637046,5.647685554,5.67450857,5.835278354,5.594900047,5.418236185,5.561599484,5.521641547,5.496988691,5.356768854,5.586203653,5.637491079,5.587195936,5.488995236,5.645408919,5.451291237
Compound5435,6.481459173,6.47134323,6.565118749,6.465273142,6.523878286,6.620653473,6.675993125,6.520000905,6.493034555,6.416180616,6.466725496,6.465610579,6.579027462,6.651110248,6.466487768,6.458658023,6.414378946,6.319010878,6.433523886,6.4996783,6.502046501,6.596781413,6.403129193,6.419928604,6.464791496,6.440111998
Compound6049,6.952678318,6.94620051,6.925523305,6.999370269,6.949390797,7.028595389,6.965095571,6.904073485,6.904005918,6.852574719,6.791498328,6.88008562,6.97712712,6.996299074,6.928360211,7.013684806,7.148774434,6.626922498,7.011865782,6.945628881,6.783871278,6.980579507,7.019283416,6.828161684,6.898044576,6.989294738
Compound6255,5.589545479,5.659958303,5.581881911,5.411757452,5.597673502,5.717877331,5.610153952,5.550579598,5.881333943,5.48913506,5.641268806,5.576275831,5.663710148,5.858276671,5.624376434,5.510598297,5.594037227,5.515575791,5.328456232,5.617199962,5.428872336,5.414940828,5.594335584,5.517384024,5.68645984,5.368854974
Compound6464,6.792951883,6.698517369,6.937104804,6.948062498,6.904556543,6.838387738,6.960820264,6.73357406,6.819453964,6.873113498,6.473408655,6.800988961,6.753380509,6.835010744,6.773194835,6.693466541,6.795227562,6.879643181,6.794715817,6.651529145,6.971833811,6.818448284,6.868060058,6.795513577,6.798503139,6.789880046
Compound7831,5.605391557,5.569319116,5.590862027,5.438193724,5.569882566,5.603303843,5.46964032,5.710002364,5.680548829,5.460922246,5.62864049,5.639563076,5.690160298,5.817529904,5.517989418,5.417059876,5.660419476,5.546694093,5.730352185,5.543042551,5.670023119,5.552151698,5.526200153,5.579060953,5.488637263,5.422296378
Compound8659,6.704849046,6.572816765,6.649127863,6.777710144,6.664053721,6.434583868,6.773067207,6.723719548,6.718077715,6.709082697,6.431565421,6.71118272,6.844282601,6.584431237,6.68441097,6.815968682,6.785375516,6.716761667,6.726766124,6.770374498,6.812325893,6.677527345,6.772190462,6.821345101,6.568035002,6.697195242
Compound982,7.551604616,7.706835764,7.82487596,6.982819408,7.738583606,7.558601467,8.013414457,7.39309212,7.528093247,7.292245262,7.754861455,7.824343271,7.702816708,7.69978797,7.482204026,7.904535744,7.961706716,7.507592805,7.386707544,7.715557372,7.850963267,7.837893345,7.687498801,7.814215763,7.745267707,7.724665799
Compound1920,7.672956974,7.807798672,7.500602698,7.472935085,7.591091002,7.918533065,7.953477166,7.46975845,7.873001284,7.725752421,7.96070052,7.658572979,7.982750704,7.866129005,7.813150446,7.852070072,7.627578474,7.516708182,7.488704599,7.7502709,7.631125045,7.811267598,7.407626368,7.511427739,7.869962974,7.857227008
Compound2099,7.407455428,7.581865238,7.382602268,7.588235813,7.477386771,6.737748749,7.399504856,7.082201268,7.477871347,7.158544991,7.218831958,7.340328764,7.150626497,7.109408746,7.319684757,7.021767255,7.472456552,6.848769458,7.226740051,7.275349335,7.635025396,7.6597983,7.523799602,7.270863504,7.252332828,7.352085069
Compound3615,5.557276076,5.413916405,5.708051379,5.619478221,5.507513528,5.779016985,5.542465613,5.530824841,5.847077473,5.429687216,5.591793667,5.639148868,5.601614506,5.791268789,5.674408355,5.459256223,5.681874021,5.392824067,5.53467479,5.513263744,5.517406984,5.765508862,5.51539155,5.597431752,5.701792736,5.376758926
Compound5055,6.8940565,7.110978207,6.996387706,6.86668044,6.961602761,6.935138663,7.010956606,7.075347626,7.069094788,7.107943837,6.947246156,7.133254693,6.98767452,7.12788125,7.040266741,6.899121654,7.031333652,7.114972129,7.021184152,6.893107736,7.094708032,7.05782051,7.191584438,6.899305262,7.21745156,7.144383888
Compound5392,7.01776667,7.137633319,7.138629892,7.215892623,7.037481282,7.058013881,6.970512081,7.198584677,7.126241649,7.144086054,7.284267662,7.195298985,7.146737087,7.267490248,6.887060597,7.096034881,7.339062028,6.951311799,6.938820582,7.184624851,7.354377812,6.990401716,7.0686497,7.230109616,7.06198792,7.017408577
Compound7884,6.994473166,6.879557558,7.004131935,6.933202344,6.913139488,6.817373274,6.884368832,6.964436072,6.783952773,6.862389838,6.834300766,6.78390937,6.595691469,6.883541751,6.795467879,6.966036178,6.792385224,6.758131652,6.465085169,6.959655622,6.847337992,6.776408029,6.907129658,6.856230532,6.932854141,6.75663924
Compound9736,6.458901751,6.40918114,6.448304333,6.497088805,6.523619341,6.41552282,6.561647656,6.515801588,6.55692417,6.524408378,6.382808594,6.488291046,6.410695917,6.500601851,6.538881965,6.437193176,6.433320265,6.474291768,6.53967982,6.438725398,6.683513549,6.460340909,6.445038414,6.492349548,6.529622266,6.333727018
Compound1860,6.444074022,6.999441152,6.944458619,6.821559448,6.658484033,7.064273925,6.643547255,6.651344969,7.083426181,7.060388398,6.965197868,7.545728514,6.953168719,6.866231032,6.745172037,6.82721186,6.544981849,6.902953608,6.792251685,7.218041134,7.062693032,7.001715642,6.916845688,6.634380985,7.029904004,6.868283856
Compound2567,7.300524357,7.423250504,7.231439005,7.500790162,7.332487357,7.316811402,7.351699526,7.417021446,7.264736067,7.101940748,7.436515007,6.79113486,7.268296376,7.523804053,7.317551144,7.54284029,5.939610229,7.19597101,7.190316227,7.479351565,7.413618881,7.016325828,7.536564475,7.246033193,7.268776273,7.350568375
Compound2782,7.396179391,7.033869512,7.191759967,7.058216899,7.087386313,7.104909887,7.402016639,7.357295539,7.381007504,7.485472813,7.321645194,7.533308016,7.274822711,7.57461552,7.489341816,7.290914687,7.491886035,7.107213443,7.345556519,7.507065761,7.536429472,7.564253075,7.347361107,7.189198691,7.19090079,7.189871517
Compound3561,7.320313851,7.404865284,7.505820596,7.280068999,7.141492508,7.576754232,7.521872325,6.470530331,7.544716587,7.339042977,7.070445815,7.550368276,7.083148607,7.448419367,7.356418192,7.298626347,6.957861251,7.461065292,7.394935733,7.126216809,7.234513082,7.436482643,7.387909506,7.581481499,7.561234038,7.235045104
Compound2008,7.202215311,7.240862918,7.275352241,7.09071479,6.979099231,7.233322013,7.069345498,7.093430216,7.11998346,6.971122885,7.521242426,7.116443619,7.21951964,7.184469406,7.175266341,7.066925212,6.962750304,7.185255404,7.142887978,7.087868115,6.991064135,7.200414987,6.989065926,7.238702377,6.718752607,7.251169309
Compound2319,6.698020872,7.266471163,6.826864454,7.074453462,6.753086486,6.89199774,7.399172089,7.227558604,6.822850092,7.294566953,7.219633273,6.95860625,7.527058267,7.482159358,7.194590657,7.014467224,7.229024363,7.233297816,7.172551412,7.023951506,7.029839027,6.62874022,7.056165658,6.981768594,7.111235379,7.225803395
Compound3778,7.6357333,7.602356659,7.224446953,6.996513442,7.539059789,7.318203398,7.366183075,7.312413597,7.387770055,7.492364554,7.438586001,7.600148281,7.40313604,7.22083726,7.380259566,7.436041618,7.360188607,7.656382465,7.176266217,7.514168023,7.488268782,7.537374187,7.471040998,7.510875082,6.812488746,7.338430073
