Sample,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26
Compound5569,5.421071742,5.50269224,5.491080449,5.521044777,5.5936519,5.877117212,5.694582256,5.593486715,5.713968158,5.54078841,5.621453416,5.664036462,5.512962108,5.818995968,5.738666849,5.484103594,5.5617098,5.591454508,5.533746443,5.51819494,5.643083801,5.586423737,5.458307306,5.557119678,5.514492081,5.198995831
Compound5828,6.97997404,6.866301038,6.96284606,6.853005795,6.906973998,6.759503149,7.032122196,6.742682884,6.842288151,6.675848472,7.002623861,6.947298438,6.943738998,6.915132317,6.880340331,6.945562566,6.987078327,6.935206517,6.868177793,6.782445315,6.781531653,6.921536534,7.020152749,6.891166827,6.937985321,6.759055557
Compound8803,6.790308747,6.698078628,6.740339473,6.638290865,6.70268331,6.634018266,6.601964318,6.720868808,6.698549585,6.818289244,6.658959356,6.681227726,6.50214524,6.693906101,6.667755757,6.724245529,6.761048248,6.637356991,6.827151583,6.654708457,6.587014211,6.785880414,6.721959083,6.555974129,6.690145396,6.535485601
Compound9810,6.267153236,6.428029081,6.511660584,6.518893219,6.39491223,6.541101966,6.464561882,6.395439874,6.419028025,6.339362458,6.397612185,6.518080613,6.313857775,6.49785036,6.444069509,6.441005598,6.509502653,6.452608485,6.636055059,6.441467604,6.337530491,6.283309194,6.41562312,6.480472741,6.538300947,6.500735134
Compound10047,6.304261753,6.196484792,5.969889002,6.187896778,6.398263708,6.32462767,6.391289559,6.241803468,6.386496728,6.423339537,6.300782117,6.280654621,6.345755127,6.314162748,6.348508407,6.353214168,6.241266564,6.43058448,6.242562868,6.295327312,6.169082116,6.179059074,6.191374796,6.125553644,6.321197355,6.354558253
Compound1621,7.580238616,7.453488116,7.515374512,7.327188687,7.485207764,6.964249291,7.490260945,7.489934449,7.340172989,7.599463369,7.521049704,7.459146202,7.517512429,7.247098263,7.561034217,7.436070566,7.435920707,7.369489807,7.678878015,7.339811111,7.577319407,7.56534033,7.474794903,7.063473493,7.312573671,7.556823292
Compound4705,6.988701192,6.989893261,6.950683526,7.177836303,7.322454545,6.84918878,6.929261793,7.111926582,7.056167313,6.957885346,6.859704607,7.232013808,6.881486824,6.824520821,6.941769619,7.273088332,7.171280029,6.994362915,6.872516176,7.222653546,7.21182502,6.82449516,7.073600509,6.759491842,7.073642512,7.182580912
Compound3248,7.343395616,7.458120359,7.438536636,7.544823626,7.445846208,7.593603848,7.22580352,7.375979591,7.229629735,7.560991237,7.517490922,7.470664695,7.53875537,7.600988154,7.501049859,7.59850583,7.446822973,7.44254437,7.563990002,7.348755752,7.436520625,7.569860725,7.392629334,7.689763613,7.339225703,7.319907683
Compound3696,7.323030442,7.178636882,7.309104394,7.221185816,6.915549201,7.209178499,7.336357532,6.915708086,7.255019208,7.098884664,7.246109516,7.260797826,6.924846711,7.215594686,7.387514716,7.340593098,6.978082698,7.295234214,7.268277372,7.328726213,6.501911196,7.393561767,6.947063261,7.26167107,7.416789543,7.439448747
Compound4864,7.378764264,7.387672527,7.102160244,7.275039433,7.150530361,7.268975514,7.466316225,7.004152469,7.239131988,7.173531288,6.152166199,7.438772736,7.260809781,7.106900271,7.238184759,7.07134031,7.298408213,7.214324288,7.123764808,7.230038201,7.089077947,7.358334531,7.39453358,7.342155101,7.304957746,7.447820794
Compound4889,6.88531801,7.23902321,7.210380032,7.133833775,7.256930017,7.267102713,7.301600234,7.294582147,7.14113806,7.186145239,7.123731381,7.146677711,7.204961785,7.036037545,7.143165656,7.181959563,7.082644332,7.277903706,7.171708246,7.333908323,7.435423144,7.045133081,7.415512899,7.198924818,7.245891257,7.237626181
Compound5265,7.043096613,7.097889877,7.026673987,6.825700482,6.507153876,7.003741188,6.964388635,7.05492239,7.074709906,7.17511507,6.974033723,7.081626778,6.982560696,6.705265574,6.922368334,6.685032613,7.046638437,6.628768388,7.13459409,6.550420164,6.999985068,6.912067592,6.96323801,6.897312971,6.972594583,7.117999331
Compound3289,7.025139297,6.485853512,7.600644281,7.583838513,7.530933268,7.56758967,7.560032784,7.190177282,7.487931905,7.665821978,7.504765882,7.573865183,7.070929124,7.48138267,7.443398736,7.075099602,7.007937744,7.054714226,7.583997773,7.456000585,7.216345895,7.594930308,7.244729499,7.069562337,7.536073305,7.573683336
Compound4906,6.851770551,6.83216639,6.957483004,7.108409767,7.002029484,7.201325228,7.169260636,7.168163074,7.140487827,7.161027382,6.990330581,7.096865291,7.048128456,6.848066546,7.254398916,7.250467685,7.130216938,7.188415556,6.995880406,7.25588108,7.159646182,7.198074807,7.013797328,7.120761139,6.904172194,7.154137325
Compound8804,6.735786692,6.735893943,6.750450395,6.590772219,6.767673059,6.580301139,6.621788111,6.697373197,6.842569505,6.685903551,6.7948988,6.791583063,6.687202707,6.685694509,6.564115658,6.685039879,6.612487381,6.542198879,6.772854768,6.714231682,6.733781199,6.701586758,6.64331427,6.741061563,6.796483934,6.728710978
Compound957,7.656398262,7.712645311,8.098813212,8.002845036,7.973602303,7.796343808,8.039789989,7.801875241,7.973992396,8.026938521,7.149252443,7.924860547,8.121575889,8.088175784,7.78059831,8.07779813,8.064630928,8.22294559,7.543842967,7.942689801,8.026551986,8.028678098,7.630649686,7.945686876,7.687192641,8.047855669
Compound3110,7.570546134,7.129437692,7.294041129,7.422877864,7.241385234,7.648429883,7.227588075,7.525985464,7.575665896,7.469379143,7.621505586,7.579719778,7.56166194,7.517950834,7.553045815,7.364911342,6.887160972,7.546248343,7.307625258,7.377368432,7.195519769,7.203000582,7.287509264,7.398340268,7.458705545,7.546887934
Compound3468,7.218722458,6.981027373,7.267157759,7.242201372,7.089958931,7.339979621,6.939014131,6.943275783,7.154117131,7.104255126,7.162564303,7.280990386,7.252633175,7.399240275,7.281021297,7.225059946,6.998833244,7.009539445,7.140658539,6.944751475,7.13572766,7.252806922,7.237363827,7.213813536,6.962972558,7.192281494
Compound4221,6.884938214,6.803663781,6.815161993,6.796825637,6.817700696,6.887707004,6.577524965,6.636038818,6.85632402,6.672123266,6.749527052,6.691146174,6.71589831,6.629606319,6.750278453,6.705393922,6.782503599,7.319386901,6.854767074,6.785522502,6.757814774,6.744187272,6.581887826,6.777797586,6.81619117,7.094253746
Compound8196,5.585947736,5.545429198,5.7497969,5.640862059,5.415671662,5.685994211,5.645966389,5.651361213,5.840646961,5.515969375,5.649353227,5.489388983,5.710735961,5.779156869,5.620046803,5.284907675,5.504999819,5.400904169,5.636440475,5.512258502,5.636197073,5.72738003,5.342532968,5.566052565,5.71373253,5.500987528
Compound9713,6.460153839,6.475253403,6.332033698,6.436538004,6.475979248,6.260750201,6.506282107,6.340709484,6.315435325,6.489664529,6.383455692,6.571320895,6.495499449,6.399994102,6.603074462,6.468989929,6.227550941,6.521654107,6.603253354,6.288540568,6.595554289,6.382926628,6.552994614,6.164581945,6.421582022,6.507897408
Compound2473,7.021036118,7.687330028,7.443278944,7.378249525,7.336810047,7.60695552,7.605409474,7.186323527,7.449026432,7.638277461,7.465752374,7.721941703,7.116879289,7.436577166,7.715988572,7.578573926,6.89117245,7.500107448,7.359960841,7.520327986,7.151345745,7.498597797,7.636818895,7.374385642,7.562335281,7.66203834
Compound6937,6.872844738,6.883173796,7.103092735,6.838753382,6.942217359,6.979639524,6.719663561,6.624326959,6.955958032,6.971683773,6.623087188,6.381134142,6.840142046,6.802134645,6.719925566,7.004449141,6.770339506,6.820362486,6.531926672,6.843934451,6.832306434,6.632045661,6.823385109,6.872608408,6.850231984,6.897925334
Compound1842,7.279761161,7.556761195,7.319760175,7.373884833,7.447750583,7.381631295,7.304923946,7.474666718,7.551806497,7.250794038,7.090881943,7.154935442,6.95407762,7.590463466,7.584648072,7.469418004,7.440600536,7.351517534,7.273379237,7.507605741,7.334946989,7.540096732,7.447722182,7.584718558,7.3520575,7.306838481
Compound2148,7.074081015,7.30723232,7.388125923,7.377716351,7.029532952,7.360405748,7.386115012,6.926917664,7.437910312,7.645990266,7.350889311,6.998104273,6.952237057,6.878973882,7.323227816,7.292925246,7.127347702,7.313677524,7.373339085,7.247669222,7.042792749,7.466484519,7.704700299,7.323583035,7.332696527,7.483775946
Compound3064,5.662891055,5.638780749,5.344600191,5.389046934,5.614633386,5.665581981,5.662060424,5.604009687,5.77508622,5.61218397,5.773441364,5.656223058,5.69679161,5.713617234,5.597750578,5.363265677,5.665633971,5.386652864,5.570761435,5.542007568,5.55189506,5.558272001,5.708952643,5.580390411,5.717867741,5.461827115
Compound5322,6.604020992,6.722585162,6.618480018,6.661323975,6.636583744,6.695056852,6.792839257,6.529671811,6.69754141,6.682969971,6.652172137,6.665913615,6.376789552,6.983455199,6.660394728,6.625395734,6.570243436,6.568718258,6.663171971,6.522175989,6.615054882,6.705308976,6.615841157,6.65481096,6.522813566,6.720449912
Compound8768,6.829098108,6.577735814,6.792088802,6.646592876,6.746398602,6.663277289,6.77854589,6.700791119,6.736238118,6.508412731,6.713869115,6.754759158,6.712281056,6.461786387,6.772762765,6.625686301,6.584687567,6.762915903,6.561043853,6.593723744,6.754116995,6.577754542,6.761341378,6.695460056,6.810677603,6.666149481
Compound2006,7.957895351,7.292495326,7.713699572,7.318959798,7.492904489,7.643682262,7.825830472,7.046951125,7.719925043,7.245225534,7.526217542,7.458789182,7.888703552,7.328185513,7.67731691,6.821928832,7.635072023,7.577213299,7.569695862,7.403177612,7.135659902,7.818265203,7.58477696,7.707559369,7.426456088,7.545822801
Compound2693,7.024807359,6.987090707,6.855322299,6.853271565,6.952156821,6.863798331,6.957025515,6.770782137,7.044125161,6.943843548,6.908400384,6.906013343,6.933172432,6.858538552,7.022618919,7.041316585,7.022710755,6.648133884,7.035474395,6.949346615,7.147893481,7.010737885,7.02286913,7.043643091,7.097067016,7.572355364
Compound5368,6.648855837,6.955575723,6.797991499,6.920120715,6.928164911,6.968834203,6.65565167,7.097393268,6.978507263,6.731141899,6.815685154,6.959027908,6.926096939,6.958209981,6.931474291,6.970327681,6.716843377,6.649148673,6.705088475,6.676351144,7.003442119,6.807585859,6.936467748,6.991960962,6.772930667,6.871964976
Compound6060,6.860706254,6.997508779,6.740272465,6.98914117,6.953195606,6.814982387,7.202393055,6.813669103,6.548959067,6.892854998,6.889382266,6.561914579,7.046674261,6.954791826,6.988871971,6.796801791,7.024172664,6.852320961,6.96086926,7.183469092,7.024749619,7.024999001,6.680650271,6.985332418,7.151403409,6.765511897
Compound6847,7.036334924,6.929701878,6.637606554,6.806999297,6.817196924,6.962638023,6.967631916,6.760973291,6.334009717,6.879457544,6.755785782,6.844002954,6.727442412,6.723063024,6.861480149,6.604084728,6.894659835,6.845438422,6.827974333,6.858631786,6.872593437,6.90354406,6.676645586,6.64972904,6.850733206,6.597556396
Compound7873,6.63911801,6.783379743,6.871855832,6.779527598,6.889704553,6.849266224,6.880192025,6.885027524,7.016509035,6.961918896,6.759492933,6.859447332,6.585043566,6.754331782,6.923267502,6.870184082,6.875443885,6.840691046,6.90454514,6.702538462,6.946672692,6.795210006,6.716507092,6.819606569,7.004366219,6.878163536
Compound9410,6.442483114,6.41904449,6.594874641,6.53479653,6.734009315,6.837373862,6.621482602,6.638836761,6.775554254,6.608691036,6.617308113,6.598599445,6.701252373,6.356668619,6.431195382,6.746986182,6.642101179,6.548797091,6.5526352,6.661925919,6.631548742,6.675965936,6.558903629,6.622962889,6.433056709,6.640371217
Compound3626,7.506513415,7.219395247,7.615004743,7.581093262,7.629238419,7.29596969,7.464644946,7.098164772,7.429498365,7.49263174,7.327352455,7.319060314,7.621169098,7.169945179,7.344740881,7.356269802,7.404082038,7.263588489,7.450772229,7.387533006,7.597384791,7.548841164,7.396469592,7.561622925,7.396810742,7.488601789
Compound3775,7.288951228,6.698948418,7.334593775,7.370792475,7.365114057,7.570063964,7.315219368,7.492391998,7.564944427,7.226600166,7.395399715,7.342178801,7.291598987,7.348998422,7.390767182,7.60648341,7.217468037,6.746028611,7.460741757,7.43649756,7.134026185,7.055923772,7.366668302,7.601547742,7.452513677,7.548648225
Compound6435,5.529386859,5.604772599,5.708678508,5.549457594,5.356261108,5.716486996,5.591368842,5.616234877,5.845610252,5.465173559,5.52087145,5.69180149,5.479323309,5.752272898,5.584343481,5.399584904,5.556276941,5.504972952,5.451945543,5.455609106,5.54504408,5.488367287,5.458882207,5.535019867,5.579340574,5.312101648
Compound9553,6.488628796,6.632944593,6.571535986,6.540071544,6.48384688,6.545862533,6.621981169,6.499800821,6.608417718,6.432801308,6.513662678,6.629980667,6.575895727,6.561097832,6.586311323,6.38692735,6.628667895,6.558187565,6.419806073,6.609587662,6.525362594,6.744923358,6.641082347,6.480654685,6.449510762,6.575260115
Compound3853,6.693084799,6.929542673,6.461285252,6.855143437,6.859266638,6.834517056,6.494982946,6.818073245,6.740846062,6.91258909,6.915479222,6.773113692,6.822982985,6.925825982,6.817046277,6.818700255,6.937191519,6.997133456,6.64751004,6.551121794,6.930256642,6.93978009,6.656113902,6.55831813,6.724267474,6.943837151
Compound9078,6.626517376,6.507185152,6.631087431,6.666041796,6.651817218,6.779930006,6.750694313,6.554096366,6.72306461,6.623907012,6.642888682,6.709462571,6.701535765,6.553455429,6.68223538,6.760087685,6.711543607,6.750617546,6.706658001,6.684525348,6.595663383,6.663725114,6.646285601,6.710530836,6.692289612,6.548395654
Compound262,7.116442445,7.061026543,7.156013458,6.95942607,7.005049935,7.235091059,7.69534076,7.111070485,6.764737804,7.055334122,6.982879258,7.017334273,7.051157381,7.622186973,7.915347082,7.597748243,6.927084444,6.909512613,6.976721826,6.898686073,6.983568905,7.000138321,7.136757218,7.087546293,7.156205517,7.508094988
Compound2190,7.188605201,7.241794928,7.462824204,7.382800447,7.080792093,7.431948143,7.353145365,7.668428263,7.495442394,7.176817364,7.143179802,7.4547111,7.548589712,7.245134514,7.453617969,7.27599515,7.168778975,7.429293312,7.412576533,7.39657266,7.479486891,7.39091053,7.419186767,7.597255227,6.940650568,7.391058471
Compound4344,6.408554515,6.493695386,6.847576321,6.654535632,6.859865794,6.938358249,6.680100689,6.719770098,6.700494242,6.56957474,6.680051685,6.902684882,6.800606986,6.625223706,6.72174919,6.765433221,6.7838628,7.049226484,6.528732399,6.721072504,6.270831045,6.777434908,7.276318866,6.716595222,6.809082725,6.543326541
Compound4811,7.231497995,7.298508381,7.156239633,7.226924531,7.254676007,7.274968965,7.204959502,7.133819716,6.954326048,7.170645386,7.235555554,7.243501119,7.29036002,7.17505671,7.215848018,7.266132375,7.363117797,7.351135963,7.30928387,6.919730908,7.291158683,7.251217351,7.167700194,7.187753195,6.850430007,7.255361831
Compound7906,5.647502327,5.597628835,5.778549771,5.450794344,5.581830444,5.935816301,5.740925262,5.730743542,5.556107071,5.726209528,5.787431313,5.53936986,5.67665599,5.704691991,5.420551691,5.554586876,5.659045925,5.645324159,5.555815288,5.60581715,5.432713965,5.661254197,5.603288732,5.692151253,5.613614615,5.574996826
Compound8625,5.624256882,5.470293155,5.601151485,5.626575649,5.592500251,5.70784559,5.540282973,5.599967683,5.962721025,5.624432477,5.679252958,5.674549932,5.458504704,5.865141084,5.62595055,5.589293881,5.453737048,5.493637601,5.500633037,5.276772929,5.579611123,5.543646417,5.406007562,5.651732622,5.623201315,5.446776451
Compound3029,7.376774804,7.244429604,7.572002211,7.578592551,7.208037688,7.463955335,7.582846535,7.082265623,7.645645758,7.384702741,7.050729059,7.436666451,7.371360909,7.46466147,7.267132249,7.629723802,7.413854503,7.254398596,7.350329502,7.393083202,7.308868099,7.467887156,7.593609003,7.435906124,7.248557765,7.281804051
Compound3642,6.970518557,7.017018739,6.734680529,7.020474377,6.958877004,6.867053461,6.735572083,6.882504325,6.950979098,6.955971559,6.919488867,6.912787545,6.839980103,7.003291725,6.924875299,7.003067707,7.069058625,6.77611826,7.049694413,6.830578195,7.352338459,6.977881907,6.886558909,6.995421402,6.500125807,6.57382146
Compound5182,7.242649971,6.980444969,7.046934877,6.388014795,7.15672871,6.934639003,7.075533126,6.919216876,7.291950182,7.288155176,7.144284206,7.205338911,7.095203155,7.296873596,6.890515117,7.108613736,7.151413267,6.895856439,6.821737807,7.114606574,7.142340181,7.175243163,7.165018666,7.246595888,7.193246013,7.053315926
Compound9560,6.586897625,6.221687657,6.592047473,6.494466606,6.383710569,6.378291305,6.586138664,6.491127922,6.436971381,6.51163131,6.443832843,6.671915266,6.470903951,6.487423371,6.514645906,6.157875632,6.804284164,6.546257336,6.645901365,6.592730123,6.519252916,6.503954609,6.565595579,6.458157481,6.517667505,6.525416327
Compound10038,6.353878167,6.226313497,6.259995524,6.299375683,6.262781585,6.349725475,6.229056239,6.39579268,6.298388613,6.076377715,6.367122248,6.18138172,6.12289443,6.174919698,6.427187288,6.354802243,6.173392691,6.283484231,6.413601743,6.112463548,6.313427181,6.221793294,6.23097428,6.32156447,6.40744877,6.453327112
Compound2188,7.552192377,7.69386641,7.45814215,7.398598894,7.308249494,7.260978221,7.268158253,7.622579195,6.897947464,7.334385844,7.610759065,7.612776566,7.165377605,7.477250568,7.465866919,7.221991622,7.39071479,7.678486235,7.311751752,7.515956005,7.523348394,7.599986727,7.645185826,7.558175976,7.552881071,7.475785988
Compound2606,7.164389285,7.159248926,6.927440938,7.043657665,7.11831503,7.119772663,7.069445616,6.906743619,7.169220283,6.890045368,6.956571045,6.98539263,6.852473807,6.971918136,6.862341538,6.932097709,6.983751306,7.061793622,6.939510904,7.187522325,6.707900347,6.872479695,7.406735432,6.709670455,6.7221316,7.014631437
Compound3958,6.694312293,6.715117165,6.717239402,6.651362745,6.770096313,6.66319396,6.708108392,6.588070272,6.540335189,6.744656377,6.779423664,6.852647056,6.646965854,6.564625497,6.691081762,6.604788304,6.739374311,6.421165517,6.660452979,6.611186976,6.734920024,6.680010687,6.579684476,7.138867684,6.5323994,6.818647327
